,Price,Year,Mileage,Tank capacity,Fuel type,Model,Estimation
4032,109900,2018,37777,1984,1,16,2
4033,57800,2017,241000,1968,7,32,1
4034,57900,2015,211205,1498,1,32,2
4035,22700,2011,247500,1598,7,25,0
4036,162800,2019,72000,1984,1,2,0
4037,36700,2013,76200,1390,1,35,3
4038,95900,2017,87925,1395,1,44,2
4039,35900,2010,200300,1986,7,10,0
4040,31000,2012,220000,1968,7,16,2
4041,44900,2013,114000,1984,1,16,0
4042,8500,2005,306000,1968,7,16,2
4043,24800,2005,370000,2967,7,46,2
4044,89900,2011,265000,1998,7,30,0
4045,15900,2005,235000,1400,1,16,3
4046,95900,2019,137000,1968,7,32,1
4047,42500,2018,57270,998,1,35,0
4048,56000,2016,109266,1390,1,16,2
4049,17500,2006,220000,1968,7,16,2
4050,129150,2018,114943,1968,7,48,0
4051,89100,2019,112147,1968,7,7,2
4052,77900,2017,147000,1968,7,32,2
4053,133899,2018,99000,1968,7,32,3
4054,110000,2019,106000,1395,1,7,2
4055,35000,1988,307741,1900,7,48,0
4056,35900,2012,238000,1598,7,32,3
4057,112000,2018,94604,1984,1,44,1
4058,126223,2020,31000,1498,1,41,3
4059,117999,2023,5,999,1,41,0
4061,133520,2023,5,1498,1,40,0
4063,188000,2022,3235,1984,1,2,1
4064,132850,2023,5,1498,1,40,0
4065,8000,2003,347000,1896,7,32,2
4066,31900,2009,225200,1395,1,16,0
4067,13500,2008,429000,1896,7,16,1
4068,40500,2005,350000,2461,7,9,0
4070,26700,2011,227768,1598,7,47,0
4071,69900,2017,182500,1968,7,32,1
4072,26900,2011,146130,1598,7,35,3
4073,139997,2019,32681,1984,1,16,2
4074,96450,2022,10,999,1,42,0
4075,119900,2017,144355,1968,7,44,0
4076,13900,2006,197000,1595,1,16,0
4077,45000,1999,480000,2500,7,48,0
4078,89100,2019,108868,1968,7,7,2
4079,79900,2010,297000,2000,7,30,0
4080,99900,2014,199028,1968,7,30,0
4081,93300,2019,64246,1968,7,7,2
4082,45900,2014,188400,1598,7,47,3
4083,142900,2019,124316,1968,7,44,3
4084,165500,2022,19589,1498,1,47,3
4085,16800,2010,283819,1598,7,16,0
4086,93000,2019,14500,1984,1,44,0
4087,284510,2022,5,1984,1,44,0
4088,88500,2020,55546,999,1,16,2
4089,88500,2020,55083,999,1,16,2
4090,17900,2009,199000,1390,1,35,2
4091,11000,2004,380000,1896,7,47,2
4092,79900,2019,37500,999,1,40,2
4093,65000,2015,101000,1395,1,44,2
4094,91900,2018,104000,1984,1,2,3
4095,13500,2005,285000,1896,7,16,2
4096,7400,2003,220000,1198,1,35,2
4097,300000,2019,71000,2967,7,46,2
4098,10500,2003,320000,1984,1,32,0
4099,15700,2007,234000,1896,7,16,2
4100,7990,1998,248000,1984,1,4,0
4101,7990,1998,248000,1984,1,4,0
4102,21700,2009,170000,1198,1,35,3
4103,36000,2011,102000,1390,1,35,2
4104,23997,2009,167000,1390,1,16,2
4105,13600,2007,299169,1896,7,4,0
4106,6900,1999,224445,1595,2,16,0
4107,74000,2016,153000,1984,1,16,2
4108,6999,1998,219000,1896,7,32,0
4109,18900,2017,90000,1422,7,35,0
4110,164900,2022,13843,1498,1,44,2
4111,176900,2023,7,1498,1,32,0
4112,162901,2019,49800,1984,1,44,2
4113,14900,2008,342000,1896,7,47,0
4114,32000,2004,380000,2461,7,30,0
4115,35670,2010,300000,3785,2,36,0
4116,27500,2011,353000,1598,7,25,2
4117,128900,2019,48725,1984,1,41,2
4118,8999,2002,370000,1896,7,16,3
4119,17800,2005,260000,1989,7,47,2
4120,39500,2012,191000,1390,1,32,0
4121,20000,2012,339000,1598,7,16,0
4122,29800,2021,37000,999,1,35,0
4123,72600,2017,158847,1798,1,32,2
4124,17900,2008,224000,1390,1,25,2
4125,149900,2019,57000,1984,1,2,2
4126,58900,2013,183800,1968,7,44,2
4127,21500,2016,258689,999,1,49,2
4128,79900,2019,45000,999,1,40,2
4129,89850,2018,137065,1968,7,32,1
4130,21700,2006,221000,1984,1,16,2
4131,25900,2005,223830,2460,7,46,3
4132,89900,2018,190191,1798,1,32,2
4133,108800,2019,175052,1498,1,44,3
4134,27900,2010,160403,1598,7,16,2
4135,29999,2014,144561,1198,1,35,2
4136,26600,2009,248000,1390,1,16,3
4137,67300,2017,93000,1984,1,44,0
4138,9900,2003,305000,1896,7,32,3
4139,59900,2019,169000,1598,7,16,2
4140,79000,2017,96897,1395,1,47,1
4141,13000,2006,288800,1984,1,16,1
4142,99900,2019,114417,1984,1,32,1
4143,99900,2019,131000,1968,7,32,2
4144,38500,2012,264500,1984,1,4,2
4145,55000,2016,163692,1968,7,32,0
4146,73900,2017,150389,1968,7,32,2
4147,36500,2012,109223,1968,7,16,2
4148,110300,2020,23600,1498,1,44,2
4149,60666,2019,119000,1598,7,16,2
4150,119900,2020,21957,1498,1,41,2
4151,32900,2012,129000,1390,1,16,2
4152,72000,2017,161910,1968,7,47,1
4153,89850,2019,48451,1498,1,32,2
4154,58400,2016,84138,1395,1,16,2
4155,143900,2019,62573,1984,1,32,2
4156,79000,2016,224000,1968,7,32,0
4157,30900,2011,189650,1598,7,16,2
4158,82799,2019,102078,1968,7,32,2
4159,11600,2013,109107,999,1,49,0
4160,73000,2015,137234,1395,1,47,2
4161,63900,2016,70936,1395,1,16,2
4162,164900,2019,82000,1984,1,2,3
4163,174799,2020,116949,1968,7,2,2
4164,49200,2012,186228,1390,1,44,2
4165,43900,2017,126000,1968,7,25,0
4166,3700,2000,253000,1390,1,16,0
4167,109900,2019,120223,1968,7,32,3
4168,18100,2010,220000,1798,1,10,0
4169,139900,2019,203000,1984,1,2,3
4170,89900,2018,127000,1968,7,32,2
4171,17999,2011,160000,1198,1,35,2
4172,13550,2005,302000,1896,7,47,2
4173,189999,2021,15726,1968,7,44,2
4174,36900,2008,255900,1968,7,44,2
4175,11900,2006,167660,1390,1,16,0
4176,29990,2000,289000,2459,7,9,0
4177,170970,2013,177000,1968,7,30,0
4178,32900,2008,218200,1390,1,44,2
4179,119900,2020,26700,1498,1,41,2
4180,89900,2017,111891,1968,7,32,2
4181,407300,2023,10,1968,7,8,0
4182,15900,2006,202220,1390,1,16,0
4183,55500,2015,261000,1968,7,32,2
4184,28500,2010,149000,1390,1,16,0
4185,189900,2022,8,1984,1,2,0
4186,136900,2019,111553,1984,1,32,3
4187,252540,2023,3,1968,7,2,0
4188,117970,2022,3,1498,1,40,0
4189,113109,2023,3,999,1,40,0
4190,5500,2001,392000,1896,7,32,0
4191,89900,2019,22500,1498,1,16,1
4192,53800,2017,213400,1395,1,16,2
4193,77500,2017,145800,1968,7,32,2
4194,260000,2021,9000,1968,7,8,0
4195,79900,2020,35725,999,1,40,2
4196,18000,2006,246898,1896,7,7,2
4197,51900,2012,151012,1968,7,44,2
4198,453136,2022,3,2995,1,46,0
4199,69900,2019,105800,1598,7,16,2
4200,174900,2022,10,1498,1,41,0
4202,96900,2018,75000,1968,7,32,2
4203,47999,2016,206000,1968,7,25,2
4204,52000,2019,101524,999,1,16,2
4205,37500,2008,198000,1968,7,44,2
4206,24900,2009,234938,1598,7,32,3
4207,107100,2022,1,999,1,42,0
4208,149300,2023,1,1498,1,41,0
4209,18600,2007,206547,1595,2,47,1
4210,145000,2022,3977,1498,1,47,0
4211,459000,2022,10,1968,7,48,0
4212,389787,2023,5,1984,1,30,0
4214,142700,2023,1,1498,1,41,0
4215,59999,2011,176500,1968,7,44,3
4216,22900,2008,142000,1390,1,16,0
4217,117900,2022,20955,999,1,42,3
4219,104800,2022,1,999,1,40,0
4220,2200,1999,171000,1390,1,35,0
4221,514900,2023,5,2967,7,46,0
4222,61900,2019,110000,1598,7,16,2
4223,32900,2011,282000,1598,1,7,2
4224,194650,2023,5,1984,1,32,0
4225,5800,2003,229500,1198,1,35,2
4226,28000,2016,170673,1422,7,35,1
4227,24500,2008,219500,1984,1,38,0
4228,38000,2013,184628,1390,1,16,2
4229,4950,2006,160000,1198,1,35,0
4230,89900,2018,97863,1968,7,32,2
4231,208054,2023,7,1968,7,7,0
4232,89900,2018,97863,1968,7,32,2
4233,28900,2010,217000,1390,1,16,0
4234,6400,2002,290000,1896,7,16,1
4235,89900,2019,49273,1498,1,16,2
4236,165600,2023,10,1984,7,7,0
4237,157900,2023,10,1984,7,7,0
4238,138900,2023,10,1984,7,7,0
4239,12500,2003,213900,1598,1,47,2
4240,73500,2017,136000,1395,1,16,3
4241,25900,2006,222138,1896,7,4,0
4242,7500,2006,288300,1896,7,25,0
4243,68000,2019,115516,1498,1,16,2
4244,52801,2017,155737,1598,7,16,2
4245,63600,2018,86200,1395,1,32,2
4246,33000,2013,159826,1390,1,25,1
4247,62000,2016,222000,1968,7,16,0
4248,47500,2016,211000,1598,7,16,2
4249,135500,2022,3300,1498,1,44,2
4250,207328,2023,8,1968,7,7,0
4251,25990,2012,114213,1197,1,16,2
4252,55500,2017,150000,1598,7,16,2
4253,236500,2023,1,1968,7,48,0
4254,23900,2009,169700,1390,1,16,0
4255,33111,2012,285000,1968,7,32,1
4256,62900,2018,58510,999,1,35,2
4257,22900,2004,239000,1896,7,4,0
4258,32900,2012,162232,1598,7,16,2
4259,81000,2019,46000,1598,7,32,1
4260,43050,2017,30004,999,1,49,2
4261,61377,2012,251392,1968,7,1,2
4262,3690,1999,349000,1896,7,32,0
4263,19499,2011,297000,1598,7,16,0
4264,81500,2018,148000,1968,7,7,2
4265,83898,2018,89200,1798,1,32,2
4266,59900,2014,179000,1968,7,32,3
4267,17500,2008,250000,1198,1,35,0
4268,26900,2008,234000,1968,7,44,0
4269,105000,2017,133598,1968,7,44,2
4270,141500,2023,5,1498,1,42,0
4271,59900,2022,227,999,1,49,0
4272,145950,2018,97308,1968,7,39,2
4273,411496,2022,999,1968,7,12,0
4274,6500,2001,242000,1390,1,16,0
4275,69900,2017,165000,1968,7,32,2
4276,25500,2010,197000,1390,1,16,3
4277,94710,2019,173429,1968,7,32,0
4278,50700,2014,130700,1395,1,16,0
4279,87000,2015,135000,1968,7,7,0
4280,125000,2020,28700,1498,1,41,2
4281,59499,2014,219999,1968,7,16,3
4282,56900,2018,167378,1598,7,16,2
4283,85850,2018,210992,1984,1,32,2
4284,25900,2009,221000,1390,1,16,2
4285,25800,2009,257000,1595,1,16,0
4286,78900,2018,84145,1598,7,47,2
4287,75000,2018,97610,1968,7,32,1
4288,319800,2019,82088,1968,7,30,0
4289,135177,2021,28100,1498,1,7,0
4290,69900,2019,76575,1598,7,16,2
4291,209900,2021,8898,1968,7,44,2
4292,9900,2013,126000,1197,1,4,0
4293,118900,2022,14236,1498,1,41,2
4294,58000,2019,220000,1968,7,32,0
4295,49900,2013,285656,1968,7,47,2
4296,49900,2015,75600,1395,1,16,1
4297,17500,2007,240000,1896,7,16,2
4298,44600,2014,136600,1197,1,35,3
4299,100001,2019,67898,1498,1,47,2
4300,26900,2012,265000,1598,7,32,2
4302,21999,2009,198000,1968,7,16,2
4303,67900,2016,206000,1968,7,47,2
4304,58800,2016,125000,1197,1,16,3
4305,44000,2019,48257,999,1,49,2
4306,26900,2007,562000,1896,7,48,1
4307,150000,2020,34000,1984,1,2,2
4308,37900,2013,245564,1390,1,32,2
4309,38499,2013,253689,1968,7,32,2
4310,199000,2020,32045,3598,1,3,0
4311,13500,2007,112000,1198,1,35,2
4312,83799,2018,99520,1798,1,32,2
4313,61100,2013,175129,1984,1,16,2
4314,185555,2020,21200,1968,7,48,0
4315,15900,2007,243000,1984,1,32,2
4316,15900,2008,259000,1896,7,16,1
4317,36900,2012,149000,1390,1,44,0
4318,511450,2023,5,2967,7,46,0
4319,39900,2021,19213,1498,1,32,0
4320,21900,2007,232000,1900,7,47,3
4321,17900,2005,288000,1896,7,47,0
4322,25990,2010,196000,1390,1,16,0
4323,9999,2001,254805,1781,1,32,3
4324,103001,2020,41530,1498,1,32,2
4325,14900,2005,220300,1390,1,16,0
4326,13900,2008,102191,1200,1,35,3
4327,27900,2010,133000,1390,3,32,0
4328,22700,2009,299011,1968,7,32,3
4329,84900,2018,96200,1984,1,16,2
4330,119900,2018,131600,1968,7,44,3
4331,38900,2011,279000,1968,7,39,2
4332,129000,2017,69900,1984,1,44,3
4333,24900,2009,178000,1390,1,16,2
4334,42500,2009,135000,1984,1,16,2
4336,40000,2011,197626,1968,7,32,2
4337,31500,2005,408000,2461,7,9,0
4338,24900,2009,200000,1896,7,47,2
4339,42900,2019,48535,999,1,49,2
4340,76000,2013,298000,4134,7,46,2
4341,9900,2004,350000,1896,7,16,2
4342,109900,2019,136000,1968,7,2,2
4343,31200,2008,310000,1968,7,44,2
4344,87900,2018,122666,1968,7,32,2
4345,210440,2022,5,1984,1,2,0
4346,47900,2013,273630,1968,7,47,3
4347,15000,2007,191000,1968,7,32,2
4348,83900,2017,183420,1968,7,47,2
4349,72900,2020,152588,1498,1,16,0
4350,107800,2022,11661,999,1,16,0
4352,65067,2016,194000,1395,1,16,2
4353,14900,2005,259000,1390,1,16,0
4354,35000,2010,252674,1598,7,7,2
4355,57750,2019,116444,1598,7,16,1
4356,65900,2018,160000,1968,7,32,1
4357,98500,2017,130000,1968,7,47,3
4358,61900,2016,133846,1395,1,32,2
4359,146900,2023,5,1498,1,41,0
4360,99900,2019,208000,1968,7,32,2
4361,15900,2006,192000,1390,1,16,0
4362,16900,2005,286325,1968,7,47,3
4363,18700,2007,228177,1390,1,16,2
4364,8900,2007,235786,1422,7,14,0
4365,56900,2012,250390,1968,7,44,2
4366,64900,2015,76000,1968,7,44,2
4367,56900,2017,140000,1968,7,25,2
4368,75800,2020,133400,1498,1,16,3
4369,39900,2008,205587,2500,7,48,3
4370,44500,2010,244400,1968,7,44,3
4372,116500,2020,21700,1498,1,41,2
4373,114500,2022,10,1498,1,41,0
4374,21900,2008,201500,1595,1,16,2
4375,85900,2018,43093,999,1,41,2
4376,73900,2018,239000,1968,7,32,2
4377,6600,2002,190000,1198,1,35,3
4378,12999,2017,190000,1598,7,16,0
4379,8700,2008,325000,1896,7,16,0
4381,113037,2015,199633,1968,7,30,2
4382,140800,2023,1,1498,1,47,0
4383,219900,2019,109000,2967,7,1,2
4384,7000,2003,155820,1390,1,16,2
4385,54500,2015,102000,1395,1,16,2
4386,93900,2020,92662,1498,1,44,2
4387,73900,2019,105000,1968,7,7,2
4388,87500,2018,109000,1798,1,32,2
4389,138000,2021,23000,1968,7,2,0
4390,15900,2008,203000,1390,1,16,2
4391,13800,2004,197000,1781,1,32,3
4392,3300,1995,264000,1390,1,35,0
4393,151000,2016,240000,1968,7,30,2
4394,27000,2010,121870,1390,1,16,1
4395,92000,2012,220000,1968,7,9,0
4396,29900,2010,312105,1968,7,32,3
4397,18700,2007,212000,1896,7,32,2
4398,469737,2023,5,1968,7,8,0
4399,41400,2014,144100,1390,1,32,1
4400,28900,2009,187000,1595,1,47,2
4401,72000,2017,123613,1498,1,16,0
4402,16900,2007,299000,1896,7,47,2
4403,119850,2017,132231,1968,7,32,3
4404,18900,1995,129000,1896,7,32,0
4405,105900,2020,20100,1498,1,16,2
4406,22900,2009,299100,1968,7,39,2
4408,22900,2010,162000,1968,7,32,0
4409,18500,2006,197730,1984,1,32,2
4410,11900,2009,257600,1422,7,14,0
4412,10000,2007,165000,1198,1,35,0
4413,26800,2015,59000,999,1,49,2
4414,31900,2013,200000,2967,7,34,0
4415,139900,2019,24061,1984,1,44,1
4416,218000,2021,66000,1968,7,48,0
4417,97900,2017,89000,1968,7,39,2
4418,27800,2007,340000,2967,7,46,2
4419,6500,2001,136600,1198,1,35,2
4420,20000,2007,229201,1595,1,47,1
4421,68500,2017,88500,1395,1,16,2
4422,32500,2012,89200,1197,1,16,2
4423,138990,2019,86000,1968,7,7,0
4424,77600,2009,21200,1390,1,47,0
4425,68000,2018,4600,1197,1,4,2
4426,27900,2009,177000,1968,7,16,3
4427,44800,2019,48114,999,1,49,2
4428,189900,2022,19856,1395,5,32,2
4429,113540,2019,57500,1498,1,41,2
4430,46400,2016,198805,1968,7,16,0
4431,107000,2019,38500,1498,1,41,2
4432,36900,2016,24000,999,1,49,3
4433,209100,2020,174900,1968,7,30,2
4434,22000,2008,312500,1968,7,32,3
4435,69495,2016,238000,1968,7,32,3
4436,45000,2011,140000,1798,1,10,3
4437,46899,2017,98500,1395,1,25,0
4438,99500,2011,227000,1968,7,30,0
4439,55900,2016,51000,1984,1,16,0
4440,21900,2007,269238,1986,7,16,3
4441,29900,2010,170000,1598,7,16,3
4442,213500,2023,1,2000,7,48,0
4443,53850,2018,134803,999,1,16,2
4444,64900,2014,114000,1968,7,44,2
4445,19500,2009,372000,1896,7,47,2
4446,4700,1999,297500,1390,2,16,2
4447,11000,2003,290000,1896,7,39,3
4448,184900,2020,73700,1968,7,44,2
4449,4900,2001,220000,1390,1,16,0
4450,64500,2016,106000,1598,7,32,2
4451,23200,2009,140000,1390,1,16,2
4452,18900,2006,177500,1968,7,16,3
4453,236500,2023,1,1984,7,2,0
4454,31700,2010,335000,1968,7,39,0
4455,30800,2010,93000,1595,1,4,3
4456,70900,2018,112818,1598,7,16,3
4457,37500,2009,163000,1984,1,44,2
4458,77000,2018,63816,1968,7,16,2
4460,15900,2010,197000,1598,7,16,0
4461,15200,2007,265000,1896,7,4,1
4462,50900,2013,248644,1968,7,10,2
4463,24500,2010,237000,1390,1,16,0
4464,18000,2008,179500,1390,1,16,2
4465,68900,2018,34025,999,1,16,2
4466,48000,2014,166000,1968,7,16,2
4467,95000,2016,186000,1968,7,32,3
4468,69900,2014,181409,1968,7,16,2
4469,8900,2009,220000,1198,1,14,2
4470,443747,2023,10,1968,7,8,0
4471,23900,2007,136018,1595,1,4,3
4472,97000,2023,5,999,1,40,0
4473,15900,2006,257000,1968,7,16,2
4474,208400,2023,1,1984,1,2,0
4475,99900,2021,43981,1498,1,16,2
4476,227700,2023,1,1984,1,2,0
4477,54900,2013,176000,1968,7,44,2
4478,19990,2011,150000,1199,7,35,2
4479,18500,2007,329000,1984,1,25,3
4480,102800,2019,95764,1968,7,32,2
4481,52000,2015,118000,1798,1,16,0
4482,74000,2019,46814,1984,1,44,0
4483,97900,2019,26500,999,1,40,3
4484,118000,2021,14780,3600,1,3,0
4485,378717,2023,5,1984,1,30,0
4486,17900,2006,190000,1896,7,16,2
4488,306500,2023,1,1968,7,9,0
4489,233400,2023,1,2000,7,48,0
4490,499300,2023,1,1968,7,30,0
4491,61999,2017,74000,1197,1,16,2
4492,209700,2023,1,1968,7,7,0
4493,26999,2010,230000,1968,7,16,3
4494,32900,2010,360000,1968,7,10,2
4495,392000,2023,1,1968,7,8,0
4496,60900,2015,137600,1968,7,44,2
4497,26900,2011,223000,1598,7,35,3
4498,11000,2007,279500,1896,7,25,0
4499,57777,2014,113092,1395,1,16,3
4500,19999,2011,249000,1598,7,16,0
4501,169900,2022,10,1984,1,41,0
4504,82000,2013,218100,2967,7,46,0
4505,138900,2023,1,1968,7,7,0
4506,398850,2023,1,1968,7,9,0
4507,227550,2023,1,2000,7,48,0
4508,122300,2023,10,999,1,40,0
4509,24900,2009,198200,1968,7,16,2
4510,58900,2017,291370,1968,7,32,1
4511,34700,2009,198000,1984,1,44,1
4512,29500,2015,128000,1395,1,16,2
4513,149550,2023,1,1500,1,7,0
4514,9200,2001,278070,1896,7,4,3
4515,122900,2017,116550,1968,1,2,2
4516,117000,2021,24500,1498,1,41,2
4517,19987,2001,391250,2461,7,48,3
4518,377105,2023,5,1968,7,8,0
4519,156025,2017,74000,1968,7,44,2
4520,369300,2022,1,2000,7,8,0
4521,369300,2022,5,1968,7,8,0
4522,4400,1997,70000,1043,1,35,0
4523,66800,2023,1,999,1,49,0
4524,30000,2014,340000,1968,7,25,2
4525,24400,1988,178700,1595,1,16,0
4526,93000,2019,38250,1984,1,16,0
4527,15500,2008,242011,1968,7,32,0
4528,57899,2019,139721,1598,7,16,2
4529,64850,2019,124000,1598,7,16,2
4530,105900,2020,37000,1498,1,47,2
4531,87000,2019,209900,1984,1,2,0
4532,3200,1999,355396,1896,7,39,0
4533,63900,2016,206000,1798,1,32,2
4534,77500,2017,160000,1968,7,32,1
4535,9900,2000,262000,1598,1,35,1
4536,15800,2006,256000,1595,1,16,2
4537,64900,2018,149000,1598,7,16,2
4538,89000,2018,55000,1395,1,32,2
4539,19900,1999,199000,1598,1,16,0
4540,26900,2010,217212,1968,7,16,2
4541,45900,2016,73350,1197,1,35,2
4542,76900,2018,119720,1968,7,16,2
4543,31900,2011,240000,1968,7,16,2
4544,31900,2005,167000,1984,1,16,3
4545,129900,2018,85000,1968,7,48,2
4546,234900,2022,5,1984,1,41,0
4547,372173,2023,5,1968,7,8,0
4548,7900,2007,221000,1422,7,35,0
4549,19900,2006,286730,1896,7,16,0
4550,27999,2009,345052,1896,7,48,0
4551,310900,2023,10,1968,7,30,0
4552,13900,2005,181882,1968,7,47,2
4553,11000,2001,230000,1896,7,16,0
4554,313900,2023,1,1984,7,30,0
4555,290900,2023,1,1968,7,48,0
4556,127600,2022,2500,1984,7,7,0
4557,15690,2005,249000,1896,7,47,3
4558,36500,2017,84300,999,1,49,2
4559,15500,2004,190000,1595,1,47,2
4560,7900,2007,230000,1390,1,35,0
4561,52100,2014,130000,1395,1,16,2
4562,25900,2009,230000,1595,1,16,3
4563,24500,2010,207000,1598,7,7,2
4564,42900,2017,131000,1197,1,35,3
4565,18900,2009,138000,1390,1,35,0
4566,146400,2023,4,1498,1,44,0
4567,23900,2009,218000,1896,7,47,2
4568,19900,2009,182000,1390,1,35,3
4569,29900,2011,132600,1390,1,16,2
4570,131500,2016,64200,1984,1,16,3
4571,360450,2023,1,2000,7,8,0
4572,49900,2017,129000,1197,1,35,2
4573,55000,2019,162000,1968,7,7,0
4574,380746,2023,5,1986,7,8,0
4575,61900,2017,194000,1598,7,32,2
4576,17900,2005,220000,1968,7,16,3
4577,111000,2022,6,999,1,42,0
4579,32900,2010,200000,1390,1,38,2
4580,76900,2016,127769,1798,1,32,2
4581,3000,2000,330000,1896,7,16,0
4582,57777,2019,145000,1968,7,32,0
4583,18500,2006,163464,1390,1,16,3
4584,54900,2014,166000,1968,7,44,1
4585,117500,2023,1,1498,1,41,0
4586,110600,2023,1,1000,1,40,0
4587,142500,2023,1,1498,1,47,0
4588,175700,2023,1,1498,1,32,0
4589,111000,2023,1,999,1,41,0
4590,109999,2018,169500,1984,1,44,2
4591,19500,2006,230150,1390,1,16,0
4592,135300,2023,1,1498,1,41,0
4593,117900,2023,1,1498,1,41,0
4594,110000,2020,31000,1498,1,41,2
4595,45900,2013,239000,1968,7,16,2
4596,134900,2018,181000,1968,7,2,2
4597,170400,2023,5,1498,1,44,0
4598,154900,2019,1968,1968,7,2,1
4599,174700,2023,5,1498,1,44,0
4600,79900,2012,200785,2967,7,46,2
4601,9900,2003,370000,1896,7,16,2
4602,105900,2018,118000,1968,7,32,2
4603,173800,2023,5,1498,1,44,0
4604,81900,2017,171028,1968,7,16,2
4605,139900,2022,1600,1498,1,41,2
4606,74799,2019,79273,1498,1,16,2
4607,37900,2010,175000,2000,7,44,2
4608,5900,2004,326000,1390,1,35,0
4609,16500,2008,178500,1390,1,16,2
4610,9900,2003,180000,1198,1,35,0
4611,464288,2023,10,1968,7,8,0
4612,9950,2002,215000,1198,1,35,0
4613,153500,2023,4,1498,1,44,0
4614,155500,2022,6529,1498,1,41,3
4615,119900,2022,4033,1498,1,40,2
4616,15000,2004,191481,1896,7,16,3
4617,9900,2003,208000,1198,1,35,0
4618,99900,2019,68900,1498,1,41,2
4619,30900,2011,178000,1598,7,16,2
4620,94900,2018,51000,1968,7,32,2
4621,119900,2018,114000,1968,7,44,2
4622,27500,2009,290000,1900,7,7,0
4623,36700,2009,172000,1984,1,38,2
4624,99900,2018,81342,1798,1,16,0
4625,64000,2016,181400,1968,7,32,2
4626,40000,2011,165000,1968,7,32,3
4627,99900,2017,54000,1984,1,16,2
4628,17000,2009,143900,1390,1,35,2
4629,126680,2022,5,1498,1,40,0
4630,159900,2022,5,1498,1,41,0
4631,33900,2009,256000,1968,7,44,1
4632,138400,2023,1,1498,1,42,0
4633,228920,2022,5,1968,7,2,0
4634,25900,2011,212300,1390,1,35,2
4635,124900,2022,923,1498,1,42,2
4636,38500,2014,249355,1598,7,16,2
4637,18700,2004,249000,1984,1,16,1
4638,44500,2014,150000,1197,1,16,3
4639,39900,2016,197000,1598,7,16,1
4640,69900,2015,200000,1968,7,48,1
4641,12900,2009,264000,1896,7,16,0
4642,27800,2012,240500,1598,7,16,1
4643,21955,2016,200000,999,1,49,1
4644,66000,2015,225000,1968,7,32,3
4645,31900,2007,190000,1390,1,44,2
4646,79850,2018,129411,1968,7,32,2
4647,34900,2012,140000,1968,7,16,2
4648,135310,2023,8,1498,1,40,0
4649,115799,2019,154685,1968,7,2,2
4650,27900,2011,160000,1390,1,47,1
4651,152643,2022,10,1968,7,7,0
4652,69900,2015,97000,1968,7,44,2
4653,28800,2011,175000,1598,7,16,2
4654,129900,2018,88127,1968,7,48,2
4655,36900,2010,191195,1984,1,44,2
4656,49900,2010,259800,1968,7,48,2
4658,98400,2023,1,999,1,35,0
4659,145500,2023,4,1498,1,44,0
4661,160490,2023,5,1498,1,41,0
4662,98400,2023,1,999,1,40,0
4663,184200,2023,1,1968,7,47,0
4664,60500,2019,134000,1598,7,16,2
4665,12500,2007,260000,1968,7,16,0
4666,28000,2001,377490,2461,7,48,0
4667,49900,2018,65000,999,1,35,2
4668,19900,2007,194000,1968,7,32,3
4669,44900,2014,173396,1390,1,32,2
4670,8800,2003,493000,1896,7,47,1
4671,55000,2015,166000,1395,1,16,2
4672,44000,2015,49152,1984,1,16,0
4673,28000,2009,158000,1390,1,16,3
4674,69900,2016,115000,1968,7,44,0
4675,108000,2019,68000,1968,7,32,2
4676,36500,2008,406000,1896,7,9,0
4677,11800,2008,340000,1896,7,25,0
4678,89200,2016,143293,1968,7,44,2
4679,29900,2011,195944,1197,1,35,2
4680,65899,2020,179444,1968,7,16,0
4681,23900,2011,199900,1598,7,7,0
4682,123000,2017,72468,1968,7,44,3
4683,165000,2023,4,1498,1,44,0
4684,11900,2006,238000,1598,1,16,0
4685,67000,2013,147000,1968,7,10,3
4686,92900,2020,42014,1498,1,32,2
4687,119900,2017,78000,1984,1,44,2
4688,301227,2022,6500,1968,7,30,3
4689,25990,2017,58270,1197,1,35,0
4690,36900,2015,81000,1395,1,16,0
4691,75900,2019,199000,1598,7,32,2
4692,111100,2023,1,999,1,41,0
4693,99900,2018,73000,1968,7,32,2
4694,34800,2009,197000,1968,7,44,1
4695,35900,2016,200000,1598,7,16,0
4696,28999,2011,219000,1968,7,25,2
4697,37899,2019,146000,999,1,49,3
