,Price,Year,Mileage,Tank capacity,Fuel type,Model,Estimation
7095,72900,2019,51300,1498,1,16,2
7096,268600,2023,1,2000,1,16,0
7097,22500,2007,344400,2967,7,34,2
7098,81000,2015,134000,1968,7,32,3
7099,6500,1994,125800,1272,1,35,0
7100,10900,2003,332000,1896,7,47,2
7101,70000,2020,65000,1968,7,44,0
7102,8000,2002,321000,1896,7,32,2
7103,295000,2018,148000,1968,7,30,0
7104,23000,2012,195000,1197,1,35,1
7105,4200,1998,257000,1390,1,16,2
7106,246000,2020,40000,1968,7,9,3
7107,51000,2015,137000,1798,1,32,0
7108,81500,2012,221300,2967,7,46,2
7109,30000,2014,110460,999,1,49,3
7110,17700,2008,181000,1390,1,16,1
7111,37900,2012,260000,1968,7,32,2
7112,5900,2003,151415,1598,1,16,0
7113,44990,2014,170000,1968,7,32,2
7114,45000,1985,188000,1900,7,48,0
7115,56899,2019,136630,1598,7,16,2
7116,69998,2018,129885,1798,1,32,1
7117,59998,2019,119595,1598,7,16,2
7118,27900,2007,189000,1896,7,47,0
7119,108900,2020,34536,1968,7,16,2
7120,25900,2011,57466,1199,7,35,3
7121,83900,2015,172000,1984,1,16,0
7122,34300,2009,203000,1390,1,38,3
7123,49900,2011,225000,1968,7,44,2
7124,39999,2010,310000,1968,7,44,2
7125,40000,2009,238400,1984,1,44,2
7126,36500,2012,52000,1390,1,35,2
7127,185000,2018,108300,1968,7,30,2
7128,4300,2001,464000,1896,7,32,0
7129,36999,2008,248000,1968,7,44,2
7130,134000,2020,22500,1498,1,44,2
7131,294900,2021,41457,1968,7,8,0
7132,93999,2017,126954,1968,7,16,2
7133,7900,1999,192000,1896,7,5,0
7134,150000,2019,43500,1968,7,44,1
7135,15900,2007,348862,1896,7,16,2
7136,20900,1990,262000,1781,1,32,0
7137,12900,2007,484000,1968,7,32,2
7138,74900,2018,140762,1968,7,32,0
7139,169999,2020,36345,1984,1,2,2
7140,61900,2017,118240,1598,7,16,2
7141,25900,2008,134014,1390,1,16,3
7142,28900,2012,280000,1598,7,25,2
7143,77900,2016,198460,1968,7,44,2
7144,21400,2009,320800,1598,7,16,2
7145,67700,2017,110100,1395,1,16,2
7146,26900,2015,157000,1395,1,25,0
7147,171500,2023,1,2000,1,16,0
7148,22900,2010,240000,1896,7,7,0
7149,28999,2010,296079,1896,7,7,2
7150,13500,2009,327800,1968,7,32,0
7151,76000,2017,79900,1395,1,16,2
7152,7000,2002,259574,1595,1,32,1
7153,7800,2002,240625,1984,1,32,1
7154,16700,2008,91185,1390,1,25,1
7155,87900,2020,32334,999,1,41,2
7156,19700,2009,213697,1968,7,38,0
7157,141160,2023,5,1498,1,16,0
7158,22900,2008,85000,1595,1,32,2
7159,22000,2009,308659,1968,7,16,2
7160,181200,2022,5,1498,1,44,0
7161,27000,2009,201500,1390,1,16,2
7162,41000,2014,300000,1968,7,32,2
7163,20400,2010,222300,1598,7,25,0
7164,95638,2017,107700,1968,7,32,2
7165,162000,2023,1,1500,5,16,0
7166,7900,2002,268000,1896,7,32,2
7167,38500,2014,138500,1598,7,7,0
7168,61900,2015,105743,1968,7,16,0
7169,20000,2004,291000,2460,7,46,2
7170,10900,2006,220500,1390,1,35,3
7171,78900,2016,347000,1968,7,48,2
7172,115000,2017,41000,1984,1,48,3
7173,42500,2011,197500,1984,1,32,2
7174,4200,2001,238000,1390,1,35,2
7175,23999,2009,297000,1896,7,47,2
7176,38000,2008,196000,1968,7,44,2
7177,69900,2018,135654,1798,1,32,1
7178,36800,2009,153000,1390,1,44,2
7179,35800,2014,173000,1197,1,16,1
7180,124900,2019,92788,1984,1,32,2
7181,74900,2015,143800,1968,7,32,3
7182,12000,2005,369000,1896,7,32,2
7183,10900,2000,200200,1781,1,32,0
7184,39900,2014,223000,1968,7,25,3
7185,19800,2008,255000,1595,2,16,2
7186,36000,2012,267000,1598,7,16,3
7187,32900,2005,290000,2500,7,30,0
7188,38400,2011,160000,1984,1,16,2
7189,107000,2020,39000,1984,1,16,0
7190,87900,2019,25000,1498,1,16,2
7191,39000,2015,66292,1984,1,16,0
7192,22900,2009,184000,1390,1,16,2
7193,36500,2008,256092,1968,7,44,2
7194,44950,2013,128555,1390,1,4,0
7195,24500,2007,272000,1968,7,7,3
7196,75000,2019,97000,1968,7,7,1
7197,99500,2018,147123,1968,7,32,2
7198,10900,2006,171000,1595,1,47,0
7199,18400,2010,270500,1598,7,16,0
7200,53500,2014,172349,1598,7,16,3
7201,85000,2016,123200,1798,1,32,3
7202,99900,2018,225000,1968,7,39,2
7203,9990,2007,230000,1198,1,14,0
7204,28900,2011,79900,2000,7,7,0
7205,22500,2010,380000,1968,7,32,2
7206,82900,2018,101000,1498,1,41,2
7207,443800,2023,1,2000,7,8,0
7208,35900,2005,290000,1896,7,48,0
7209,6900,2002,200000,1984,1,32,0
7210,75910,2016,93000,1968,7,32,2
7211,35000,2012,250000,1968,7,32,2
7212,29999,2017,129000,999,1,49,2
7213,79900,2013,257000,1968,7,1,0
7214,85999,2016,221000,1968,7,44,0
7215,209900,2021,16000,1968,7,44,2
7216,20900,2009,180000,1198,1,35,3
7217,31900,2013,172000,1197,1,35,2
7218,34900,2012,250000,1984,1,32,2
7219,9500,2005,241000,1896,7,16,0
7220,158000,2020,20000,1984,1,2,2
7221,83000,2015,178784,1968,7,32,2
7222,16300,2009,119429,1390,1,47,0
7223,36900,2012,266000,1598,7,47,2
7224,18900,2006,263200,1968,7,39,2
7225,73500,2015,117647,1968,7,16,3
7226,65899,2016,91802,1598,7,47,2
7227,78500,2016,197000,1968,7,44,0
7228,157500,2023,1,1500,1,47,0
7229,157500,2023,1,1500,1,47,0
7230,94900,2019,75200,1968,7,32,2
7231,19500,2007,343644,1968,7,32,3
7232,119000,2022,6500,999,1,42,2
7233,449550,2023,1,1968,7,8,0
7234,122500,2023,1,1500,1,40,0
7235,96500,2016,149000,1984,1,16,2
7236,26900,2012,179000,1598,7,35,3
7237,24000,2010,310700,1798,1,32,3
7238,45000,2011,256000,1968,7,39,0
7239,4500,2004,500000,1390,3,7,2
7240,59900,2012,149000,1968,7,44,2
7241,89421,2021,32000,1968,7,32,0
7242,14000,2005,190200,1600,1,16,2
7243,21400,2009,144994,1598,7,35,2
7244,55900,2016,135000,1598,7,47,1
7245,35999,2010,236000,1598,7,47,3
7246,11900,2006,325000,1896,7,32,1
7247,38800,2011,278000,1968,7,32,2
7248,114700,2022,7622,999,1,41,2
7249,31500,2008,240000,1968,7,10,0
7250,56500,2010,351144,2967,7,46,2
7251,87945,2020,106000,1968,7,32,1
7252,179800,2019,98262,1968,7,9,3
7253,122500,2023,1,1500,1,40,0
7254,25500,2009,200000,1390,1,16,2
7255,19900,2006,167527,1896,7,16,3
7256,35900,2014,228000,1968,7,25,2
7257,14900,2009,174000,1968,7,32,0
7258,10000,2004,210000,1390,1,16,3
7259,3500,2000,414000,1781,1,32,0
7260,45900,2014,217400,1968,7,10,1
7261,36900,2009,240000,1968,7,38,0
7262,30135,2014,195000,1197,1,35,2
7263,44500,2015,206000,1598,7,32,0
7264,84500,2015,154000,1968,7,32,0
7265,26500,2006,251000,2967,7,34,2
7266,19499,2006,212000,1896,7,16,3
7267,13900,2005,244510,1896,7,39,2
7268,21900,2008,251000,1968,7,32,3
7269,3700,1998,358000,1781,2,32,2
7270,17900,2008,167400,1390,1,35,3
7271,48900,2005,380000,2500,7,30,0
7272,78900,2014,131000,1968,7,44,3
7273,15700,2009,329000,1968,7,32,1
7274,29990,2011,290000,1968,7,32,2
7275,32900,2008,289000,1968,7,44,2
7276,29900,2011,335490,1968,7,47,2
7277,136900,2017,59658,1984,1,2,2
7278,72000,2014,218500,1968,7,44,3
7279,8500,2008,205950,1198,1,14,2
7280,47000,2012,206777,1968,7,39,1
7281,98700,2014,168869,1998,7,9,3
7282,70000,2018,170000,1395,1,16,2
7283,19900,2006,132000,1390,1,16,0
7284,27400,2010,231232,1390,1,38,2
7285,34900,2010,266800,1968,7,47,0
7286,13999,2006,319000,1968,7,32,1
7287,42900,2019,51000,999,1,35,0
7288,41900,2014,123000,1598,7,16,2
7289,145900,2022,3578,1968,7,32,0
7290,85700,2019,72000,1984,1,35,0
7291,79900,2017,134769,1968,7,32,2
7292,159900,2019,70175,1984,1,44,3
7293,9700,2002,186456,1595,1,16,0
7294,88900,2017,99400,1395,1,44,2
7295,79900,2017,134769,1968,7,32,2
7296,8300,2004,275400,1598,1,16,0
7297,41900,2010,157300,1390,1,44,3
7298,103900,2018,149000,1968,7,32,3
7299,8900,2002,235000,1896,7,16,3
7300,89500,2020,44285,999,1,16,2
7301,23500,2009,210000,1968,7,32,3
7302,56900,2016,189400,1968,7,47,0
7303,65900,2016,123457,1968,7,32,2
7304,36500,2010,164000,1390,1,16,3
7305,77900,2018,133800,1395,1,32,2
7306,29900,2018,63200,1498,1,44,0
7307,148000,2021,22000,1498,1,2,2
7308,70479,2019,181300,1400,1,7,2
7309,32000,2010,257668,1598,7,47,2
7310,69900,2018,186014,1968,7,16,2
7311,15500,2007,189000,1984,1,32,1
7312,21000,2013,161000,999,1,49,2
7313,52000,2016,88300,1968,7,16,2
7314,79900,2021,7200,999,1,40,0
7315,34800,2014,240500,1598,7,35,2
7316,65989,2017,89290,1598,7,16,3
7317,16900,2006,259000,1968,7,47,3
7318,11070,1998,529740,1896,7,48,2
7319,58700,2012,173700,1968,7,44,2
7320,118500,2021,18000,1498,1,16,2
7321,118900,2022,6,999,1,42,0
7322,239900,2023,6,1984,1,2,0
7323,43900,2012,173700,1798,1,10,2
7324,22650,2010,210000,1598,7,16,2
7325,16900,2008,174712,1198,1,35,0
7326,26899,2010,129298,1390,1,35,2
7327,7999,2002,149000,1390,1,16,2
7328,8950,2000,228000,2771,1,32,0
7329,33900,2010,99000,1984,1,32,2
7330,26000,2009,199224,1390,1,16,0
7331,59900,2011,343343,2967,7,46,2
7332,94800,2017,93400,1984,1,16,0
7333,21900,2009,269000,1968,7,16,2
7334,68950,2022,10,999,1,49,0
7335,67000,2016,135000,1968,7,16,2
7336,14900,2006,243000,1390,1,16,0
7337,66850,2019,117000,1598,7,16,2
7338,69900,2015,134000,1968,7,44,1
7339,17900,2008,274500,1968,7,32,2
7340,11900,2008,419800,1968,7,32,0
7341,79900,2017,187000,1968,7,32,2
7342,74800,2019,72000,1598,7,16,2
7343,73000,2018,53000,1498,1,16,2
7344,55000,2014,148496,1395,1,16,3
7345,99900,2017,158212,1968,7,16,3
7346,86000,2017,135000,1968,7,47,2
7347,52900,2017,112000,1598,7,16,2
7348,7400,2003,188268,1198,2,35,2
7349,29999,2009,179000,1390,1,47,3
7350,110800,2022,5,999,1,41,0
7351,20900,2009,230500,1968,7,16,1
7352,47900,2013,520000,1968,7,1,1
7353,9900,2006,235000,1198,1,35,2
7354,94900,2018,150128,1984,1,32,2
7355,57900,2014,194000,1968,7,32,2
7356,104900,2018,235000,1968,7,44,0
7357,26900,2009,193000,1595,1,16,3
7358,8900,2008,170000,1198,1,35,0
7359,32000,2011,142680,1390,1,38,2
7360,44900,2012,287000,1968,7,10,3
7361,10000,2005,380000,1896,7,16,0
7362,76000,2016,117600,1968,7,16,2
7363,56000,2016,145000,1968,7,16,2
7364,59900,2014,205000,1968,7,32,3
7365,14900,2007,168000,1896,7,4,0
7366,24400,2016,119000,999,1,49,1
7367,32000,2012,155943,1598,7,16,2
7368,14900,2004,223000,1598,1,16,0
7369,33500,2012,94363,1390,1,35,2
7370,62900,2015,236681,1968,7,32,2
7371,146700,2023,1,1498,1,41,0
7372,33000,2010,335000,1968,7,7,2
7373,142100,2023,1,1498,1,41,0
7374,48000,2012,150000,1968,7,32,2
7375,58000,2016,253000,1968,7,32,2
7376,42000,2008,351100,2460,7,48,0
7377,45900,2013,218221,1968,7,32,2
7378,24900,2009,169000,1390,1,16,2
7379,23500,2006,205161,2461,7,46,0
7380,27000,2010,300000,1968,7,39,1
7381,99700,2018,132500,1984,1,41,2
7382,213500,2023,1,1968,7,48,0
7383,255500,2023,1,2000,1,2,0
7384,119900,2020,45771,1498,1,44,2
7385,35900,2008,224585,1968,7,44,2
7386,37900,2012,187500,1598,7,32,3
7387,19900,2008,230000,1390,1,32,2
7388,425000,2020,35000,1968,7,8,0
7389,72900,2017,111138,1968,7,32,1
7390,76900,2021,79000,1498,1,44,0
7391,72000,2016,64000,1395,1,16,2
7392,95000,2016,90000,1968,7,44,2
7393,401800,2023,1,1968,7,8,0
7394,83500,2017,90000,1968,7,32,2
7395,169000,2021,17500,1968,7,44,2
7396,6999,2006,193000,1390,1,35,0
7397,24600,2010,150000,1198,1,35,3
7398,23900,2010,240000,1968,7,32,2
7399,26900,2011,234000,1598,7,16,2
7400,9999,2007,252029,1422,7,35,3
7401,11999,2007,260000,1968,7,32,0
7402,220000,2022,4500,1968,7,44,2
7403,47900,2016,164000,1598,7,16,2
7404,46740,2013,132205,1390,1,32,2
7405,6999,2008,208123,1422,7,35,0
7406,39500,2009,145000,1984,1,44,2
7407,53900,2016,56000,1598,7,16,2
7408,4500,1997,245321,1595,2,32,2
7409,29500,2013,299000,1197,1,16,2
7410,52000,2009,206000,1984,1,16,0
7411,222500,2023,1,2000,1,2,0
7412,4500,1997,245321,1595,2,32,2
7413,99900,2017,175000,1968,7,2,2
7414,76900,2015,260123,1968,7,32,2
7415,39900,2013,72000,1197,1,16,0
7416,65000,2015,135987,1984,1,44,2
7417,34950,2015,182000,1197,1,35,2
7418,36900,2014,170000,1598,7,25,2
7419,104900,2017,78889,1395,1,47,2
7420,59900,2012,192000,1984,1,39,2
7421,11500,2006,250000,1896,7,35,2
7422,63000,2018,50115,999,1,16,2
7423,18800,2016,22000,1395,1,16,0
7424,54900,2012,114000,1968,7,44,2
7425,7999,2007,240000,1422,7,35,0
7426,208350,2023,1,1968,7,12,0
7427,24900,2012,161000,1197,1,16,1
7428,69900,2022,20000,999,1,35,0
7429,75000,2018,99800,1968,7,32,0
7430,14000,2009,144000,1968,7,16,0
7431,12900,2004,209000,1390,1,35,0
7432,97000,2016,193000,1968,7,9,1
7433,38900,2012,194545,1390,3,32,0
7434,22600,2008,191890,1390,1,47,2
7435,22600,2008,191890,1390,1,47,2
7436,15900,1990,380000,1896,7,16,0
7437,375500,2023,5,1968,7,8,0
7438,14900,2009,189000,1198,1,35,3
7439,23900,2009,239900,1968,7,47,2
7440,28900,2009,193000,1390,2,16,0
7441,74900,2018,197000,1968,7,16,2
7442,24900,2009,171000,1390,1,16,2
7443,30436,2017,104585,1798,1,16,0
7444,145000,2019,65000,1968,7,9,2
7445,404450,2023,5,1968,7,8,0
7446,24900,2012,240000,1197,1,35,0
7447,9900,2002,300000,1896,7,32,0
7448,22000,2010,272000,1598,7,16,2
7449,10500,2001,293830,1896,7,5,0
7450,39000,2008,330000,2461,7,30,0
7451,87000,2016,113000,1968,7,32,0
7452,19000,2006,99350,1598,1,16,3
7453,20900,2007,257864,1968,7,47,2
7454,337300,2023,5,1968,7,8,0
7455,126900,2018,69000,1968,7,44,2
7456,22000,2007,216000,1968,7,16,0
7457,61450,2019,138110,1598,7,16,2
7458,7900,2001,325000,1896,7,39,1
7459,32900,2010,193000,1781,1,39,2
7460,47900,2017,206000,1598,7,16,2
7461,7900,2001,325000,1896,7,39,1
7462,109900,2017,72616,1984,1,44,2
7463,103900,2015,93000,1968,7,32,3
7464,44600,2019,117000,1498,1,16,0
7465,13600,2005,300000,1896,7,47,2
7466,135800,2019,121640,1968,7,44,1
7467,26500,2010,171000,1968,7,16,2
7469,18499,2007,304938,1968,7,47,2
7470,61900,2014,147728,1968,7,10,3
7471,67700,2015,157084,1968,7,32,2
7472,6000,2004,307848,1896,7,32,0
7473,112080,2022,5,999,1,40,0
7474,35900,2012,102500,1390,1,32,2
7475,36950,2011,238148,1968,7,32,2
7476,47000,2016,214000,1598,7,16,2
7477,53500,2014,93000,1984,1,38,2
7478,13500,2004,200000,1896,7,47,2
7479,88500,2019,133935,1498,1,16,2
7480,189850,2019,131656,2967,7,46,1
7481,12500,2005,177700,1390,1,16,1
7482,189900,2020,35700,1968,7,2,2
7483,11900,2006,315000,1896,7,16,0
7484,186000,2023,5,1968,7,7,0
7485,83999,2017,175000,1968,7,32,2
7486,65900,2015,188000,1968,7,32,2
7487,169900,2017,127000,1968,7,30,2
7488,54900,2012,208000,1968,7,32,3
7489,54900,2012,208000,1968,7,32,3
7490,106800,2019,72000,1498,1,44,2
7491,71700,2016,40000,1984,1,44,0
7492,28900,2012,178000,1197,1,16,2
7493,225350,2023,1,1968,7,12,0
7494,21000,2011,206000,1198,1,35,3
7495,4000,1999,195000,1781,1,16,0
7496,23900,2010,279000,1598,7,16,2
7497,69900,2016,133000,1968,7,32,2
7498,69900,2018,174700,1968,7,32,2
7499,44900,2013,174000,1984,1,10,1
7500,54000,2016,250000,1968,7,16,2
7501,30900,2010,165000,1798,1,10,2
7502,24800,2010,189000,1598,7,16,0
7503,61700,2017,106000,1968,7,32,0
7504,90900,2020,12300,999,1,40,2
7505,63700,2020,69000,1968,7,32,0
7507,22600,2009,175868,1390,1,16,3
7508,21900,2010,89222,1198,1,35,2
7509,27450,2009,277850,1968,7,47,3
7510,204622,2023,6,2000,7,48,0
7511,137900,2015,188000,1968,7,30,2
7512,30990,2011,222134,1598,7,47,2
7513,59900,2018,195550,1598,7,16,3
7514,30990,2011,222134,1598,7,47,2
7515,59900,2018,195550,1598,7,16,3
7516,6900,2006,180000,1198,1,14,2
7517,35900,2011,201556,1598,7,7,2
7518,97047,2015,113423,1968,7,32,0
7519,73900,2019,175652,1968,7,32,1
7520,16200,2006,291000,1896,7,16,3
7521,10900,2008,320000,1896,7,35,3
7522,29500,2012,238251,1968,7,16,2
7523,21900,2008,200000,1595,2,16,2
7524,119000,2017,111000,1968,7,44,3
7525,19999,2009,238441,1896,7,16,3
7526,179900,2019,49400,1968,7,32,3
7527,35900,2011,185000,1390,1,38,2
7528,34900,2011,181000,1598,7,47,2
7529,3900,2000,239000,999,1,29,2
7530,8500,2002,330000,1896,7,5,3
7531,92900,2017,198000,2000,7,48,0
7532,22900,2006,191410,1600,1,16,0
7533,8900,2000,279800,1896,7,32,0
7534,164450,2019,34756,1968,7,44,1
7535,87850,2018,125782,1968,7,32,2
7536,43360,2014,109700,1968,7,25,2
7537,280000,2019,88400,1968,7,8,0
7538,39900,2013,165421,1598,7,25,3
7539,38000,2014,205269,1390,1,32,2
7540,58900,2015,93062,1390,1,44,2
7541,33900,2012,199400,1197,1,4,2
7542,40590,2021,50000,1395,5,16,0
7543,75700,2017,43000,1798,1,32,0
7544,71000,2017,61604,1598,7,32,2
7545,86000,2021,6913,999,1,40,0
7546,41900,2012,197000,1395,1,16,0
7547,42000,2014,248000,1598,7,47,2
7548,146900,2019,117571,1968,7,44,2
7549,36000,2012,397682,1968,7,48,2
7550,28500,2011,256400,1968,7,16,2
7551,36500,2008,260000,1968,7,44,2
7552,319900,2018,61000,2967,7,46,3
7553,28800,2001,621210,2460,7,48,0
7554,70600,2018,125786,1498,1,16,2
7555,25000,2013,83000,999,1,49,2
7556,51000,2012,215000,1968,7,44,2
7557,15500,2007,350000,1968,7,32,2
7558,58900,2015,158381,1968,7,32,0
7559,89900,2018,91000,1968,7,47,2
7560,22900,2010,190000,1598,7,16,1
7561,133570,2023,5,1498,1,16,0
7562,59900,2016,182000,1968,7,32,2
7563,5900,2005,231000,1896,7,32,0
7564,430377,2022,1653,2995,1,46,2
7567,69900,2019,139000,1968,7,16,2
7568,89888,2018,98700,1798,1,32,2
7569,49900,2014,219000,1968,7,16,2
7570,87799,2019,86295,1968,7,32,1
7571,44900,2016,190300,1968,7,25,2
7572,71900,2018,68400,999,1,35,2
7573,120900,2023,1,1498,1,40,0
7575,8000,2000,409500,1896,7,16,0
7576,14500,2007,115322,1390,1,35,2
7577,15500,2011,380000,1968,7,32,0
7578,217500,2022,9,1984,1,2,0
7579,49900,2013,173242,1968,7,32,3
7580,41999,2015,189000,1984,1,39,0
7581,5500,2006,479200,1896,7,32,0
7582,106900,2022,31000,1968,7,32,0
7583,69900,2019,12000,999,1,35,2
7584,14500,2012,181642,1197,1,35,0
7585,49900,2017,199500,1598,7,16,1
7586,88900,2017,130000,1968,7,44,2
7587,34700,2012,132251,1390,1,16,0
7588,22500,2009,277956,1390,1,16,2
7589,22500,2009,218500,1390,1,16,2
7590,152799,2019,68924,1984,1,44,2
7591,48900,2014,197000,1968,7,32,2
7592,33700,2010,170000,1390,1,7,0
7593,29900,2011,254000,1390,1,44,0
7594,207500,2023,1,2000,1,2,0
7595,15500,2005,385000,1896,7,48,2
7596,85900,2019,202202,1968,7,32,2
7597,98000,2020,141056,1968,7,7,2
7598,241020,2023,9,1984,1,16,0
7599,44900,2012,249000,1968,7,32,3
7600,41000,2011,174000,1390,1,44,2
7601,23000,2011,149000,1197,1,16,1
7602,17900,2009,175000,1390,1,16,1
7603,210000,2021,17795,1395,5,32,2
7604,129800,2019,71500,1984,1,41,2
7605,9999,2000,167000,1984,1,16,3
7606,221890,2023,9,1984,1,44,0
7607,15000,2008,210000,1896,7,16,1
7608,23400,2008,243000,1595,1,16,3
7609,4400,2003,206970,1896,7,16,0
7610,206700,2023,1,2000,1,2,0
7611,85900,2018,133027,1798,1,32,2
7612,14400,2008,396000,1968,7,47,0
7613,42500,2014,230000,1395,5,25,2
7614,212175,2023,5,1968,7,48,0
7615,139900,2023,9,1498,1,41,0
7616,49900,2010,350000,1968,7,48,0
7617,19900,2007,180000,1896,7,32,2
7618,7400,1998,304000,1781,1,32,0
7619,23700,2010,309000,1598,7,16,3
7620,89799,2018,85900,1968,7,32,2
7621,35900,2012,221000,1390,1,25,2
7622,307500,2019,39250,2967,7,46,3
7623,98000,2020,10000,1498,1,41,0
7624,17900,2006,221825,1896,7,16,3
7625,87850,2019,104858,1498,1,32,2
7626,60999,2012,170000,1968,7,44,2
7627,30000,2012,177152,1598,7,16,2
7628,149900,2019,62000,1984,1,16,3
7629,61999,2016,96600,1984,1,44,2
7630,18800,2007,199000,1390,1,16,2
7631,134420,2023,9,1498,1,41,0
7632,385974,2023,5,1395,5,30,0
7633,138380,2023,9,1498,1,41,0
7634,25997,2009,300000,1968,7,16,0
7635,115900,2023,5,999,1,40,0
7636,64200,2016,123000,1798,1,32,1
7637,119900,2019,67693,1968,7,32,3
7638,184900,2021,5800,1984,1,2,2
7639,178900,2021,5180,1968,7,44,0
7640,178900,2021,5180,1968,7,44,0
7641,42900,2013,239000,1968,7,16,0
7642,13800,2004,320000,1896,7,16,0
7644,114900,2023,9,1498,1,41,0
7645,186900,2023,5,1968,7,44,0
7646,44900,2009,96735,1798,1,10,3
7647,129900,2023,5,999,1,42,0
7648,8900,2004,267000,1595,2,16,1
7649,12500,2003,331000,1896,7,47,3
7650,59900,2017,101464,1968,7,25,2
7651,104900,2018,62000,1984,1,44,0
7652,85900,2018,133027,1798,1,32,2
7653,6599,2004,390000,1896,7,47,0
7654,43900,2013,206000,1968,7,32,2
7655,19900,2008,273902,1968,7,16,2
7656,79950,2015,102885,1798,1,32,0
7657,182700,2018,97569,1968,7,30,2
7658,37500,2012,83200,1984,1,4,0
7659,121270,2023,9,1498,1,41,0
7660,159000,2021,3450,1498,1,44,2
7661,9500,1987,187000,1588,7,16,0
7662,17900,2008,290654,1968,7,32,1
7663,72500,2016,237000,1968,7,32,3
7664,44900,2014,213400,1968,7,32,2
7665,71900,2017,129277,1968,7,32,2
7666,72900,2017,110189,1968,7,32,2
7667,60000,2015,154325,1598,7,32,2
7668,95000,1976,99999,1500,1,48,0
7669,5800,2001,292000,1390,1,16,2
7670,64900,2023,9,999,1,49,0
7671,122200,2023,9,1498,1,41,0
7672,147000,2022,21000,1984,1,41,2
7673,12900,2004,285883,1390,1,16,0
7674,117060,2023,9,999,1,41,0
7675,7900,2004,365700,1896,7,47,0
7676,18900,2014,117000,999,1,49,1
7677,29999,2009,205000,1968,7,44,0
7678,26500,2009,150000,1390,1,16,3
7679,127900,2023,6,1498,1,40,0
7680,45900,2015,179500,1598,7,47,2
7681,12900,2010,184361,1390,1,16,0
7682,11400,2005,195116,1198,1,35,2
7683,12900,2010,184361,1390,1,16,0
7684,63000,2017,152593,1968,7,32,1
7685,9700,2007,413000,1968,7,32,0
7686,115510,2023,9,999,1,41,0
7688,59000,2017,130950,1598,7,16,2
7689,10600,2006,278000,1390,2,35,2
7690,13500,2006,265000,1968,7,32,2
7691,72900,2020,36835,999,1,40,1
7692,99999,2017,190000,1984,1,44,2
7693,65900,2015,131000,1984,1,10,3
7694,31700,2013,153400,1390,1,35,2
7695,125900,2019,40440,1984,1,32,2
7696,43900,2016,118000,1598,7,16,1
7697,11900,2006,270000,1968,7,25,1
7698,17900,2008,187000,1390,1,16,2
7699,82500,2021,30945,1968,7,32,0
7700,83900,2020,13800,999,1,16,2
7701,163500,2022,28379,1498,1,44,3
7702,23800,2009,185000,1390,1,35,3
7703,18500,2010,402600,1968,7,32,1
7704,199900,2023,5,1968,7,32,0
7705,34900,2005,363020,1900,7,9,0
7706,13500,2006,342141,1968,7,32,2
7707,94000,2020,85945,1498,1,16,2
7708,86900,2019,140772,1968,7,32,2
7709,393242,2022,2,1968,7,8,0
7710,118000,2019,68000,1968,7,44,2
7711,201597,2022,5,1968,7,7,0
7712,154900,2018,81583,1984,1,44,3
7713,143900,2018,63463,1984,1,2,2
7714,47900,2013,224000,1968,7,32,3
7715,42999,2014,85000,1598,7,16,3
7716,55800,2016,121000,1598,7,16,3
7717,35700,2014,107195,1197,1,35,2
7718,72800,2016,119900,1395,1,10,2
7719,32000,2011,78000,1390,1,35,3
7720,39900,2011,259800,1968,7,32,2
7721,133500,2021,4726,1498,1,41,2
7722,92800,2016,56000,1395,1,44,0
7723,59998,2015,220504,1968,7,47,0
7724,107900,2020,99000,1968,7,32,2
7725,330900,2023,1,2998,7,1,0
7727,92000,2016,40500,1984,1,16,2
7728,13400,2005,210000,1390,1,16,0
7729,41500,2012,165000,1984,1,32,2
7730,39900,2014,149700,1968,7,25,2
7731,32900,2016,53100,999,1,49,2
7732,34900,2013,214000,1968,7,47,0
7734,33800,2015,69000,999,1,49,3
7736,90999,2018,115000,1984,1,44,0
7737,176332,2023,5,2000,7,7,0
7738,32900,2012,184000,1598,7,16,2
7739,69900,2018,154943,1395,1,16,2
7740,6900,1998,255000,1896,7,16,0
7741,21000,2006,245000,1781,1,39,2
7742,41900,2014,170000,1797,1,25,2
7743,159900,2019,87000,3600,1,3,0
7744,140200,2023,1,1498,1,41,0
7745,127300,2023,1,1498,1,41,0
7746,117500,2023,1,1000,1,40,0
7747,220000,2022,1,1968,7,7,0
7748,15900,2005,165000,1595,1,16,2
7749,49500,2013,119000,1984,1,10,2
7750,55900,2016,238000,1798,1,32,2
7751,4900,2002,253127,1598,1,16,0
7752,127800,2023,1,1498,1,41,0
7753,30000,2009,262600,2000,7,16,3
7754,13900,2004,337000,1598,1,47,3
7755,169900,2020,40620,1984,1,41,0
7756,73900,2019,46000,1598,7,16,2
7757,22900,2012,225000,1200,1,35,2
7758,202335,2022,5,1968,7,7,0
7759,8600,2005,98537,1896,7,16,0
7760,15900,2007,232000,1595,1,16,2
7761,15900,2007,323000,1968,7,47,0
7762,57500,2015,147000,1968,7,16,2
7763,89900,2013,259900,1968,7,9,0
7764,79799,2019,53017,1498,1,16,2
7765,74900,2017,186000,1968,7,47,2
7766,129000,2015,145000,2967,7,46,2
7767,28800,2009,290000,1968,7,10,1
7768,115950,2023,1,1000,1,40,0
7769,37900,2012,322000,1968,7,7,2
7770,28800,2009,290000,1968,7,10,1
7771,115950,2023,1,1000,1,40,0
7772,37900,2012,322000,1968,7,7,2
7773,219900,2019,99207,2967,7,46,2
